Job,Softskills,Hardskills,Course_Name,Course_Description,Course_Hard_Skills,Course_Soft_Skills,label
Portfolio Associate,"Communication skills, problem-solving, attention to detail, time management, adaptability, emotional intelligence","Strong emotional control,  A decision-maker who is emotional will be a disaster, Competitive spirit, Being in portfolio management is a very competitive field, Decisive, Analytical Ability, Tenacity, Humility Anticipation, Communication.","Banking – strategies, operations and controls","designed to provide and equip students with solid theoretical and practical knowledge of the key processes of a bank in an end-to-end manner, allowing students to develop an integrated and holistic understanding of bank management, looking into their strategies, operations and control.","Knowledge of key processes of bank management, familiarity with theoretical and practical aspects of bank management, ability to develop an integrated and holistic understanding of bank management, and understanding of bank strategies, operations, and control.","Integrated and holistic understanding, critical thinking, and analytical skills.",0.0
Portfolio Associate,"Communication skills, problem-solving, attention to detail, time management, adaptability, emotional intelligence","Strong emotional control,  A decision-maker who is emotional will be a disaster, Competitive spirit, Being in portfolio management is a very competitive field, Decisive, Analytical Ability, Tenacity, Humility Anticipation, Communication.",Economic history of China,"e introduces the economic history of China between the 10th century and 1949. The main topics include Confucianism, imperial examination, gentry, autarky, modern transition, and long-term development. Particular attention will be paid to the possible factors underlying the Needham Puzzle—why the scientific and industrial revolution did not occur in China. To this end, the course will employ the comparative analysis between China and the West, and resort to historical data sets and statistical approach for causal inference","why the scientific and industrial revolution did not occur in China, expertise in comparative analysis between China and the West, and knowledge of historical datasets and statistical methods for causal inference.",,0.0
Portfolio Associate,"Communication skills, problem-solving, attention to detail, time management, adaptability, emotional intelligence","Strong emotional control,  A decision-maker who is emotional will be a disaster, Competitive spirit, Being in portfolio management is a very competitive field, Decisive, Analytical Ability, Tenacity, Humility Anticipation, Communication.",Corporate governance and social responsibility,"In this course, students learn about the complex responsibilities facing business leaders today. They will explore the use of accounting information and internal control in ensuring efficient and effective operations, reducing the cost of capital, production and distribution, and complying with legal, regulatory and corporate oversight requirements","Use of accounting information, internal control to ensure efficient and effective operations, reducing cost of capital, production and distribution, complying with legal, regulatory and corporate oversight requirements.",,0.0
Portfolio Associate,"Communication skills, problem-solving, attention to detail, time management, adaptability, emotional intelligence","Strong emotional control,  A decision-maker who is emotional will be a disaster, Competitive spirit, Being in portfolio management is a very competitive field, Decisive, Analytical Ability, Tenacity, Humility Anticipation, Communication.",Introductory microeconomics,"ntroduction to the basic concepts and principles of microeconomics – the study of demand and supply, consumer theory, cost and production, market structure, incentives, and resource allocation efficiency, political economy, and ethics and public policy","Studying demand and supply, consumer theory, cost, production, market structure, incentives, and resource allocation efficiency in microeconomics. ",Developing ethics and public policy. ,0.0
Portfolio Associate,"Communication skills, problem-solving, attention to detail, time management, adaptability, emotional intelligence","Strong emotional control,  A decision-maker who is emotional will be a disaster, Competitive spirit, Being in portfolio management is a very competitive field, Decisive, Analytical Ability, Tenacity, Humility Anticipation, Communication.",Topics in macroeconomics,"provides students with an up-to-date account of the theory and practice of modern macroeconomics. The following areas that have shaped modern macroeconomic research will be covered: real business cycle theory, endogenous growth theory, and new Keynesian theories of labour markets, asset markets and sticky prices. Other selected topics on fiscal and monetary policy will also be discussed","Theory and practice of modern macroeconomics, real business cycle theory, endogenous growth theory, new Keynesian theories of labor markets, asset markets and sticky prices, fiscal and monetary policy.",,0.0
Portfolio Associate,"Communication skills, problem-solving, attention to detail, time management, adaptability, emotional intelligence","Strong emotional control,  A decision-maker who is emotional will be a disaster, Competitive spirit, Being in portfolio management is a very competitive field, Decisive, Analytical Ability, Tenacity, Humility Anticipation, Communication.",Introductory econometrics,"Econometrics is the branch of economics that formulates statistical methodology for use in analyzing economic data. Consequently, the objective of this course is to prepare students for basic empirical work in economics. In particular, topics will include multiple regression analysis, estimation and hypothesis testing, functional form specification, time series models, and limited dependent variable models","knowledge of econometric methodology, statistical analysis, practical skills in multiple regression analysis, estimation and hypothesis testing, functional form specification, time series models, and limited dependent variable models for empirical work in economics.",,0.0
Portfolio Associate,"Communication skills, problem-solving, attention to detail, time management, adaptability, emotional intelligence","Strong emotional control,  A decision-maker who is emotional will be a disaster, Competitive spirit, Being in portfolio management is a very competitive field, Decisive, Analytical Ability, Tenacity, Humility Anticipation, Communication.",Current economic affairs,"train students to analyse economic problems of the day, particularly those relating to the Hong Kong economy","analytical skills for economic problem-solving, knowledge of the functioning of the Hong Kong economy to analyse related problems.",,0.0
Portfolio Associate,"Communication skills, problem-solving, attention to detail, time management, adaptability, emotional intelligence","Strong emotional control,  A decision-maker who is emotional will be a disaster, Competitive spirit, Being in portfolio management is a very competitive field, Decisive, Analytical Ability, Tenacity, Humility Anticipation, Communication.",Consumer behaviou,"emphasizes on theoretical understanding of consumer psychology and applications to the development of marketing strategy. Specific consumer trends and new tools for consumer insights will also be integrated in class discussion. Students will be provided opportunities to apply the learned concepts and tools to marketing situations through class discussions, case studies, and group project",theoretical understanding of consumer psychology and its application to the development of marketing strategy; knowledge of specific consumer trends and new tools for consumer insights.,"application of learned concepts and tools to marketing situations through class discussions, case studies, and group project.",0.0
Portfolio Associate,"Communication skills, problem-solving, attention to detail, time management, adaptability, emotional intelligence","Strong emotional control,  A decision-maker who is emotional will be a disaster, Competitive spirit, Being in portfolio management is a very competitive field, Decisive, Analytical Ability, Tenacity, Humility Anticipation, Communication.",Advertising management,"cover the theories, applications, and issues related to advertising management. Attention will be paid to the process of advertising management, creative and message strategies, traditional and digital creative tools, media planning and analysis, and evaluation of advertising effectiveness.","knowledge of advertising management theories, applications, and issues; understanding of the process of advertising management; ability to develop creative and message strategies; knowledge of traditional and digital creative tools; ability to plan and analyze media; ability to evaluate advertising effectiveness.",,0.0
Portfolio Associate,"Communication skills, problem-solving, attention to detail, time management, adaptability, emotional intelligence","Strong emotional control,  A decision-maker who is emotional will be a disaster, Competitive spirit, Being in portfolio management is a very competitive field, Decisive, Analytical Ability, Tenacity, Humility Anticipation, Communication.",Economics of human resources,"This course studies the allocation of human resources through the labour market and the utilisation of human resources inside the firm. Issues related to investment in human capital, wage determination, labour force participation, worker mobility, hiring decisions and other personnel practices are examined.","ability to analyze the allocation of human resources through the labour market, understanding of human resource utilization within firms, ability to analyze issues related to investment in human capital, knowledge of wage determination, understanding of labor force participation and worker mobility, ability to analyze hiring decisions and other personnel practices.",,0.0
Portfolio Associate,"Communication skills, problem-solving, attention to detail, time management, adaptability, emotional intelligence","Strong emotional control,  A decision-maker who is emotional will be a disaster, Competitive spirit, Being in portfolio management is a very competitive field, Decisive, Analytical Ability, Tenacity, Humility Anticipation, Communication.",China’s business environment,"introduces theoretical frameworks for analysing culture in general and specifically for understanding Chinese business culture. Central themes throughout the course include Chinese corporate culture, culture factors embedded in business practices, and business culture reflected through films and TV shows. The course also includes an introduction to culture comparison and an in-depth discussion on exploring similarities and differences in business culture between China and other countries.","analyzing culture, understanding Chinese business culture, introduction to culture comparison, exploring similarities and differences in business culture",,0.0
Portfolio Associate,"Communication skills, problem-solving, attention to detail, time management, adaptability, emotional intelligence","Strong emotional control,  A decision-maker who is emotional will be a disaster, Competitive spirit, Being in portfolio management is a very competitive field, Decisive, Analytical Ability, Tenacity, Humility Anticipation, Communication.",Venture and entrepreneurship management,"provides an overview of venture management in innovation development and commercialization for those who believe they have what it takes to build new businesses and ventures. The students will strengthen their know-how through listening and engaging in discussions, with guest speakers, through local and international business cases, and venturing","venture management, innovation development, commercialization planning, and know-how development.","listening, communication, and engagement in discussions.",0.0
Portfolio Associate,"Communication skills, problem-solving, attention to detail, time management, adaptability, emotional intelligence","Strong emotional control,  A decision-maker who is emotional will be a disaster, Competitive spirit, Being in portfolio management is a very competitive field, Decisive, Analytical Ability, Tenacity, Humility Anticipation, Communication.",Employment and labour relations,"give an overview on the fundamentals of labour relations theories pertaining to trade unionism, collective bargaining and workplace labour-management relations. Particular attention is also given to the development of the labour market, employment pattern and labour law in Hong Kong.","understanding the fundamentals of labour relations theories, trade unionism, collective bargaining, and workplace labour-management relations, as well as the development of the labour market, employment pattern and labour law in Hong Kong.",,0.0
Portfolio Associate,"Communication skills, problem-solving, attention to detail, time management, adaptability, emotional intelligence","Strong emotional control,  A decision-maker who is emotional will be a disaster, Competitive spirit, Being in portfolio management is a very competitive field, Decisive, Analytical Ability, Tenacity, Humility Anticipation, Communication.",Financial engineering,"Financial engineering is the process of constructing new instruments by using bonds and individual derivatives such as forwards, calls, puts, and exotic options as basic building blocks. The process involves designing, pricing and managing the instruments. In this course, we anatomize a few popular structural products. We then discuss how to price these products by studying the price of the embedded exotic options","financial engineering, constructing new instruments, bonds, derivatives (forwards, calls, puts, exotic options), designing, pricing, managing, anatomizing structural products, studying prices of embedded exotic options.",,0.0
Portfolio Associate,"Communication skills, problem-solving, attention to detail, time management, adaptability, emotional intelligence","Strong emotional control,  A decision-maker who is emotional will be a disaster, Competitive spirit, Being in portfolio management is a very competitive field, Decisive, Analytical Ability, Tenacity, Humility Anticipation, Communication.",Legal and ethical environment of global business,"examines how law and ethics coincide with global business transactions today. It is specifically designed for students who hope to become leaders and executives in Asia. We will discuss broad legal principles and how they affect corporate strategy and operations, analysing several crossborder business transactions and court cases.","analyzing cross-border business transactions and court cases, as well as understanding how legal principles affect corporate strategy and operations.",Not Specified,0.0
Portfolio Associate,"Communication skills, problem-solving, attention to detail, time management, adaptability, emotional intelligence","Strong emotional control,  A decision-maker who is emotional will be a disaster, Competitive spirit, Being in portfolio management is a very competitive field, Decisive, Analytical Ability, Tenacity, Humility Anticipation, Communication.",Information systems analysis and design,aims to develop an understanding of the concepts of systems analysis and design. Various system development methodologies will be elaborated and discussed. CASE tools will be used to illustrate how to construct a variety of system design documents,"systems analysis, systems design, system development methodologies, constructing system design documents.",,0.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.",Senior seminar in economics and finance,"applies core theoretical knowledge in economics and finance acquired throughout the undergraduate curriculum to research a real issue. The student may select and match core theoretical concepts with significant applications in the world, which could be of local, regional and global relevance, both contemporary and historical. The selection will include an application of these concepts to either the making of public policy or the strategic management of the firm.","research skills, theoretical knowledge in economics and finance, critical thinking, problem solving, strategic analysis.",,1.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.",Investments and portfolio analysis,introduces students to the fundamental principles of investments and to major issues currently of concern to all investors. The concepts and skills developed from this course enable students to conduct a sophisticated assessment of current issues and debates covered by both the popular media as well as more-specialized finance journals,"Familiarity with fundamental principles of investment, ability to conduct sophisticated assessments of current issues and debates, analytical and critical thinking skills.","Sophisticated assessment of current issues and debates, critical thinking, and analytical skills.",1.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.",Impact lab,"an opportunity to work directly for social ventures under the guidance of a faculty instructor and professional mentors. You should have opportunities to manage tasks, solve real-life problems, and gain hands-on business experience, which will strengthen your soft skills, help you implement academic business concepts in a practical way, and greatly improve your ability to compete in the job market.","ability to manage tasks and solve real-life problems, gain hands-on business experience, implementation of academic business concepts in a practical way, competitiveness in the job market.","working directly for social ventures under guidance, ability to manage tasks, problem-solving skills, hands-on business experience, improvement of soft skills.",1.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.",Introduction to business analytics,"covers both technical and managerial aspects to provide a basic understanding of business analytics and show how it can be used by businesses to analyze their competitive posture more effectively, know their customers better and make better managerial and strategic decisions.","technical aspects, managerial aspects, basic understanding of business analytics, analyzing competitive posture, knowing customers, making better managerial and strategic decisions.",,1.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.",Theory of international trade,"deals with economic issues which are related to many countries. It provides students with global perspectives on economic and business decisions. Topics include why countries trade, how they trade, who benefits and who loses from trade, and what are the best trade policies. We also discuss recent globalization issues in this class.","knowledge of economic theory and analytical skills in studying economic and business decisions, ability to analyze trade policies and understand global perspectives on economic issues.",,1.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.",Behavioural and sociological finance,"covers current developments in finance. Possible topics include security trading and market making, venture analysis, financial contracting, investment strategies for local markets and other current issues in finance.","Understanding current developments in finance, knowledge of security trading and market making, understanding venture analysis and financial contracting, knowledge of investment strategies for local markets, ability to analyze and discuss current issues in finance.",,1.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.",Selections and training,"focus on the basic concepts of selections and recruitment, training and development of different employees, and human resources utility analysis. In particular, students will be exposed to different recruiting processes and the whole spectrum of training and development techniques, and how they can add value to business success","understanding of basic concepts of selections and recruitment, knowledge of processes involved in employee training and development, expertise in human resources utility analysis.",,1.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.","Creativity, innovation and entrepreneurship in China I","provides students with a comprehensive study of economics, innovation, and entrepreneurship in the context of business practices in the Greater Bay Area in China. It aims to build up students’ understanding of basic knowledge about innovation and entrepreneurship, the importance of innovation in promoting economic development in China, as well as the economic rationales of entrepreneurial activities related to innovation.","economic analysis, knowledge of innovation and entrepreneurship, understanding of business practices, knowledge of the Greater Bay Area.",,1.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.",The political economy of law and public policy,"provides a theoretical and empirical understanding of the political economy of law and public policy making, examines how law and regulation affects with policy outcomes, and familiarizes students with economic concepts and tools useful for analyzing policy issues. Topic covered include, public goods, externalities, monopolies, regulation, rent seeking, law and economics, law enforcement, legal systems and public bureaucracy","understanding of political economy of law and public policy making, knowledge of economic concepts and tools for policy analysis, familiarity with regulation, law and economics, law enforcement, legal systems, public bureaucracy, monopolies, public goods, and rent seeking.",,1.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.",Intermediate macroeconomics,"Theories of income, employment, and the price level; analysis of secular growth and business fluctuations; introduction to monetary and fiscal policy.","knowledge of theories of income, employment, and the price level, ability to analyze secular growth and business fluctuations, understanding of monetary and fiscal policy.",,1.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.",Financial markets and institutions,"designed to introduce and analyze the structure, operations and functions of the financial system. The course starts with an introduction to financial markets’ role in the economy, and the determination of interest rates and valuation of cash flows. The course then discusses various financial markets including money markets, bond markets, mortgage markets, stock markets and derivatives markets.","Understanding of the structure, operations, and functions of the financial system, knowledge of financial markets' role in the economy, determination of interest rates, and valuation of cash flows. Familiarity with various financial markets such as money markets, bond markets, mortgage markets, stock markets, and derivatives markets.",,0.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.","State, law and the economy","Economic analysis is applied to the study of the evolving relationship between the state, the law and the economy. Topics covered include: paradox of voting, collective action, voting and elections, interest groups, agenda manipulation, dictator’s dilemma, constitutional commitment, property rights and institutional change, and growth and stagnation of backward and modern economies.","economic analysis, studying the relationship between the state, law, and the economy, knowledge of the paradox of voting, collective action, voting and elections, interest groups, agenda manipulation, dictator’s dilemma, constitutional commitment, property rights, institutional change, growth, and stagnation of different economies.",,0.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.",Entrepreneurial finance,"cover basic information and knowledge about project choice and financing, idea implementation, and decision-making in start-up businesses. The majority of such information and knowledge is delivered based on the case method (with supplementary lecture notes when appropriate). It is noteworthy that we will take two roles interchangeably throughout this course: the entrepreneurs who seek funding and the venture capitalists who seek good projects","Familiarity with project choice and financing, idea implementation, and decision-making in start-up businesses, understanding of the case method as a means of delivering information, and interchangeably taking on the roles of entrepreneurs and venture capitalists in the start-up industry.",,0.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.",Corporate governance and social responsibility,"In this course, students learn about the complex responsibilities facing business leaders today. They will explore the use of accounting information and internal control in ensuring efficient and effective operations, reducing the cost of capital, production and distribution, and complying with legal, regulatory and corporate oversight requirements","Use of accounting information, internal control to ensure efficient and effective operations, reducing cost of capital, production and distribution, complying with legal, regulatory and corporate oversight requirements.",,0.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.",China’s business environment,"introduces theoretical frameworks for analysing culture in general and specifically for understanding Chinese business culture. Central themes throughout the course include Chinese corporate culture, culture factors embedded in business practices, and business culture reflected through films and TV shows. The course also includes an introduction to culture comparison and an in-depth discussion on exploring similarities and differences in business culture between China and other countries.","analyzing culture, understanding Chinese business culture, introduction to culture comparison, exploring similarities and differences in business culture",,0.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.",History of economic thought,"a survey of fundamental developments in economic thought since the 18th century, with emphasis on works in English. The first part of the lectures reviews the writings of classical economists like Smith, Ricardo, and Mill, with an aside on Marx. The second part goes on to discuss the development of neoclassical theory from Jevons to Marshall and the Cambridge School, and mathematical economists like Fisher, Pareto, and Wicksell.","understanding and knowledge of the fundamental developments in economic thought since the 18th century, expertise in the works of classical economists like Smith, Ricardo, and Mill, knowledge of the development of neoclassical theory from Jevons to Marshall and the Cambridge School, and mathematical economists like Fisher, Pareto, and Wicksell.",,0.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.",Venture capital and private equity,"covers the fundamentals of Venture Capital (VC) and Private Equity (PE) as well as the key elements within the ecosystem. VC and PE is one of the asset classes of alternative investments and is essential for financial investors to evaluate and understand the risk and return of this asset class. The course would be beneficial to students who are interested in the financial sector and in particular in investment in an alternative asset class including VC and PE in Hong Kong and the region. Hong Kong is the second largest Private Equity hub in Asia (outside of China which is a closed market, HK is the number one PE hub in the region indeed).","Venture capital (VC), Private equity (PE), Alternative investments, Risk analysis, Return analysis, Financial sector, Investment in alternative asset classes, Investment evaluation, Hong Kong PE hub.",,0.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.",Mathematical methods in economics,"explain the mathematical structure of some undergraduate level economic theories, in terms of the way in which each particular mathematical assumption is translated into its economic counterpart. The course covers multi-variable unconstrained maximization, constrained maximization, comparative statics, and a brief introduction to some dynamic economic models","understanding of the mathematical structure of economic theories, translation of mathematical assumptions to economic counterparts, knowledge of multi-variable unconstrained maximization, constrained maximization, comparative statics, and some dynamic economic models.",,0.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.",Advanced financial accounting,"looks at the application of accounting theory to the preparation of accounting standards and their implications for reporting purposes, particularly those related to the consolidation of group accounts, asset valuation and the influence on income determination. Other topics may include current cost accounting, income tax allocation, government entities and non-profit organisations","Application of accounting theory to the preparation of accounting standards, knowledge of accounting standards and their implications for reporting purposes, including the consolidation of group accounts, asset valuation, and influence on income determination. Knowledge of current cost accounting, income tax allocation, government entities, and non-profit organizations.",,0.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.",Digital innovation,"teach students how to create innovation-driven business model through both process innovation and product innovation. The focus is on businesses that are technology innovation driven. The course contents will cover disruptive technologies, cross-channel business model development, mobilization of networked business, canvas drawing, social media-based product and marketing innovation, etc. In particular, students will learn how to identify technology innovation opportunities and manage innovation process. The students can appreciate the value of IT ecosystems andplatformbased business operations.","business modeling, process innovation, product innovation, disruptive technologies, networked business, social media-based innovation, managing innovation processes, and platform-based business operations.",,0.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.",Advanced corporate finance,"The objective of this course is to introduce the theoretical literature on the microeconomics of corporate finance in a unified framework. Topics covered include: corporate financing and agency costs, corporate financing under asymmetric information, liquidity and risk management, corporate finance and product markets, passive and active monitoring in corporate finance, lending relationships and investor activism, control rights and corporate governance, and takeovers","theoretical understanding of microeconomics of corporate finance, corporate financing, agency costs, asymmetric information, liquidity and risk management, corporate finance and product markets, passive and active monitoring in corporate finance, lending relationships, investor activism, control rights, corporate governance, and takeovers.",,0.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.",Consumer behaviou,"emphasizes on theoretical understanding of consumer psychology and applications to the development of marketing strategy. Specific consumer trends and new tools for consumer insights will also be integrated in class discussion. Students will be provided opportunities to apply the learned concepts and tools to marketing situations through class discussions, case studies, and group project",theoretical understanding of consumer psychology and its application to the development of marketing strategy; knowledge of specific consumer trends and new tools for consumer insights.,"application of learned concepts and tools to marketing situations through class discussions, case studies, and group project.",0.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.",The economic system of Hong Kong,"provides a basic understanding of the salient aspects of the Hong Kong economy. The emphasis will be on both economic analysis and institutional arrangements of the major economic sectors and related policies. Attention will be given to topics of recent public concern. The course begins with some preliminary discussion on historical development and national income accounting. It then goes on to the following topics: the monetary system and exchange rate regime, the banking sector and financial markets, the labour market, income distribution, external trade and foreign investment,economic relations with the Mainland and the region, public finance, the housing market and competition policy. These are all important aspects of the Hong Kong economy, but the extent of coverage of each will depend on the amount of time available.","basic knowledge of the Hong Kong economy, ability to understand economic analysis, knowledge of institutional arrangements of major economic sectors and related policies, expertise in historical development and national income accounting, knowledge of the monetary system, banking sector and financial markets, labor market, income distribution, external trade and foreign investment, economic relations with the Mainland and the region, public finance, housing market, and competition policy.",,0.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.",Business case analysis and presentation,"provide students with the requisite knowledge, skills and tools to prepare, present and write up business case studies for both academic and business use. The skills gained will also prepare students for participation in (international) case competitions. Students will work in rotating groups and will have to prepare and present cases following the format used in various global case competitions. Students also will have to submit individual case reports","preparing, presenting, and writing up business case studies, as well as following the format used in global case competitions.",,0.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.",Information systems practicum,"provides a practical platform for students to apply their information systems knowledge in the real world. Under the supervision of a company executive and a professor, students will work in a company on a full-time basis for a minimum continuous period of six months","information systems knowledge, practical application, and work experience.",,0.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.",Marketing analytics,"about collecting and analyzing secondary data. The focus of this course is on understanding the popular data structure, analyzing data and making sense of the results. We will focus on understanding data relevant to marketers, the types of data available, different designs or methods of data collection and analysis","collecting and analyzing secondary data, understanding popular data structure, analyzing data, interpreting results, understanding data relevant to marketers, types of data available, different designs or methods of data collection and analysis.",,0.0
Economist,"Analytical skills, problem-solving, attention to detail, time management, adaptability, communication skills, emotional intelligence","Mathematical aptitude. Numeracy is a key skill for an economist, Knowledge of social sciences, Good at understanding complex systems, Curious, Independent thinker, Comfortable with uncertainty, Writing skills, Verbal communication skills.","Investment consulting, institutional business and family office","aims to introduce the investment consulting industry and provides students with practical understanding of the industry in its relevance to the asset management and private wealth industry, particular in relation to institutional investors and family office","Investment consulting industry, Asset management, Private wealth industry, Institutional investors, Family office, Practical understanding, Industry relevance.",,0.0
